"역번호",역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
2518,화곡,S1105,서울 도시철도 5호선,Hwagok,禾谷,일반역,,,37.54175707,126.8402952,서울교통공사,서울특별시 강서구 화곡로 지하168 (화곡동),02-6311-5171,2021-04-09
2519,까치산,S1105,서울 도시철도 5호선,Kkachisan,喜鵲山,환승역,S1102,서울 도시철도 2호선,37.53168373,126.8467432,서울교통공사,서울특별시 강서구 강서로 지하54(화곡동),02-6311-5181,2021-04-09
2520,신정,S1105,서울 도시철도 5호선,Sinjeong,新亭,일반역,,,37.52501081,126.8562294,서울교통공사,서울특별시 양천구 오목로 지하179 (신정동),02-6311-5191,2021-04-09
2521,목동,S1105,서울 도시철도 5호선,Mok-dong,木洞,일반역,,,37.52586671,126.8645757,서울교통공사,서울특별시 양천구 오목로 지하245 (목동),02-6311-5201,2021-04-09
2522,오목교,S1105,서울 도시철도 5호선,Omokgyo,梧木橋,일반역,,,37.52436614,126.8750582,서울교통공사,서울특별시 양천구 오목로 지하342 (목동),02-6311-5211,2021-04-09
2523,양평,S1105,서울 도시철도 5호선,Yangpyeong,楊坪,일반역,,,37.52558457,126.8862032,서울교통공사,서울특별시 영등포구 양산로 지하21(양평동2가),02-6311-5221,2021-04-09
2524,영등포구청,S1105,서울 도시철도 5호선,Yeongdeungpo-gu Office,永登浦區廳,환승역,S1102,서울 도시철도 2호선,37.52524847,126.8958333,서울교통공사,서울특별시 영등포구 당산로 지하 121 (당산동3가),02-6311-5231,2021-04-09
2525,영등포시장,S1105,서울 도시철도 5호선,Yeongdeungpo Market,永登浦市場,일반역,,,37.52274531,126.9047596,서울교통공사,서울특별시 영등포구 양산로 지하200 (영등포동5가),02-6311-5241,2021-04-09
2526,신길,S1105,서울 도시철도 5호선,Singil,新吉,환승역,S1101,서울 도시철도 1호선,37.51742655,126.916543,서울교통공사,서울특별시 영등포구 경인로114가길 지하9 (영등포동1가),02-6311-5251,2021-04-09
2527,여의도,S1105,서울 도시철도 5호선,Yeouido,汝矣島,환승역,S1109,서울 도시철도 9호선,37.52165166,126.9242291,서울교통공사,서울특별시 영등포구 여의나루로 지하40 (여의도동),02-6311-5261,2021-04-09
2528,여의나루,S1105,서울 도시철도 5호선,Yeouinaru,汝矣渡口,일반역,,,37.52707204,126.9328665,서울교통공사,서울특별시 영등포구 여의동로 지하343 (여의도동),02-6311-5271,2021-04-09
2529,마포,S1105,서울 도시철도 5호선,Mapo,麻浦,일반역,,,37.53956668,126.9457536,서울교통공사,서울특별시 마포구 마포대로 지하33 (도화동),02-6311-5281,2021-04-09
2530,공덕,S1105,서울 도시철도 5호선,Gongdeok,孔德,환승역,S1106+I4107+I2801,서울 도시철도 6호선+경의중앙선+공항선,37.54412449,126.9513584,서울교통공사,서울특별시 마포구 마포대로 지하100(공덕동),02-6311-5291,2021-04-09
2531,애오개,S1105,서울 도시철도 5호선,Aeogae,兒嶺,일반역,,,37.5535295,126.956632,서울교통공사,서울특별시 마포구 마포대로 지하210 (아현동),02-6311-5301,2021-04-09
2532,충정로,S1105,서울 도시철도 5호선,Chungjeongno,忠正路,환승역,S1102,서울 도시철도 2호선,37.56022847,126.9636503,서울교통공사,서울특별시 서대문구 충정로 28-1,02-6311-5311,2021-04-09
2533,서대문,S1105,서울 도시철도 5호선,Seodaemun,西大門,일반역,,,37.56573781,126.9665864,서울교통공사,서울특별시 종로구 통일로 지하126 (평동),02-6311-5321,2021-04-09
2534,광화문,S1105,서울 도시철도 5호선,Gwanghwamun,光化門,일반역,,,37.5708165,126.9762129,서울교통공사,서울특별시 종로구 세종대로 지하172 (세종로),02-6311-5331,2021-04-09
2535,종로3가,S1105,서울 도시철도 5호선,Jongno 3(sam)-ga,鍾路三街,환승역,S1101+S1105,서울 도시철도 1호선+서울 도시철도 5호선,37.57139366,126.9912115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가),02-6311-5341,2021-04-09
2536,을지로4가,S1105,서울 도시철도 5호선,Euljiro 4(sa)-ga,乙支路四街,환승역,S1102,서울 도시철도 2호선,37.56702797,126.9979016,서울교통공사,서울특별시 중구 을지로 지하 178 (을지로4가),02-6311-5351,2021-04-09
2537,동대문역사문화공원,S1105,서울 도시철도 5호선,Dongdaemun History & Culture Park,東大門歷史文化公園,환승역,S1104+S1105,서울 도시철도 4호선+서울 도시철도 5호선,37.56507829,127.0071679,서울교통공사,서울특별시 중구 을지로 지하 279 (을지로7가),02-6311-5361,2021-04-09
2538,청구,S1105,서울 도시철도 5호선,Cheonggu,靑丘,환승역,S1106,서울 도시철도 6호선,37.56021257,127.0137698,서울교통공사,서울특별시 중구 청구로 지하77(신당동),02-6311-5371,2021-04-09
2539,신금호,S1105,서울 도시철도 5호선,Singeumho,新金湖,일반역,,,37.55440938,127.0205515,서울교통공사,서울특별시 성동구 금호로 지하154 (금호동2가),02-6311-5381,2021-04-09
2540,행당,S1105,서울 도시철도 5호선,Haengdang,杏堂,일반역,,,37.55754312,127.0296931,서울교통공사,서울특별시 성동구 행당로 지하89 (행당동),02-6311-5391,2021-04-09
2541,왕십리,S1105,서울 도시철도 5호선,Wangsimni,往十里,환승역,S1102+I4105+I4107,서울 도시철도 2호선+분당선+경의중앙선,37.56172516,127.0369076,서울교통공사,서울특별시 성동구 왕십리로 지하300 (행당동),02-6311-5401,2021-04-09
2542,마장,S1105,서울 도시철도 5호선,Majang,馬場,일반역,,,37.56620675,127.0429769,서울교통공사,서울특별시 성동구 마장로 지하296 (마장동),02-6311-5411,2021-04-09
2543,답십리,S1105,서울 도시철도 5호선,Dapsimni,踏十里,일반역,,,37.56690598,127.0524701,서울교통공사,서울특별시 성동구 천호대로 지하300(용답동),02-6311-5421,2021-04-09
2544,장한평,S1105,서울 도시철도 5호선,Janghanpyeong,長漢坪,일반역,,,37.56153057,127.0642826,서울교통공사,서울특별시 동대문구 천호대로 지하405 (장안동),02-6311-5431,2021-04-09
2545,군자,S1105,서울 도시철도 5호선,Gunja,君子,환승역,S1107,서울 도시철도 7호선,37.55713392,127.079433,서울교통공사,서울특별시 광진구 천호대로 지하550,02-6311-5441,2021-04-09
2546,아차산,S1105,서울 도시철도 5호선,Achasan,峨嵯山,일반역,,,37.55203633,127.0896015,서울교통공사,서울특별시 광진구 천호대로 지하657,02-6311-5451,2021-04-09
2547,광나루,S1105,서울 도시철도 5호선,Gwangnaru,廣渡口,일반역,,,37.5450481,127.1035121,서울교통공사,서울특별시 광진구 아차산로 지하571 (광장동),02-6311-5461,2021-04-09
2548,천호,S1105,서울 도시철도 5호선,Cheonho,千戶,일반역,,,37.53842355,127.1236234,서울교통공사,서울특별시 강동구 천호대로 지하997 (천호동),02-6311-5471,2021-04-09
2549,강동,S1105,서울 도시철도 5호선,Gangdong,江東,일반역,,,37.53587886,127.132079,서울교통공사,서울특별시 강동구 천호대로 지하1097 (천호동),02-6311-5481,2021-04-09
2550,길동,S1105,서울 도시철도 5호선,Gil-dong,吉洞,일반역,,,37.53794494,127.1400433,서울교통공사,서울특별시 강동구 양재대로 지하1480 (길동),02-6311-5491,2021-04-09
2551,굽은다리,S1105,서울 도시철도 5호선,Gubeundari,曲橋,일반역,,,37.54537927,127.1428116,서울교통공사,서울특별시 강동구 양재대로 지하1572 (명일동),02-6311-5501,2021-04-09
2552,명일,S1105,서울 도시철도 5호선,Myeongil,明逸,일반역,,,37.55149734,127.1439883,서울교통공사,서울특별시 강동구 양재대로 지하1632 (명일동),02-6311-5511,2021-04-09
2553,고덕,S1105,서울 도시철도 5호선,Godeok,高德,일반역,,,37.55503473,127.1540785,서울교통공사,서울특별시 강동구 고덕로 지하253 (고덕동),02-6311-5521,2021-04-09
2554,상일동,S1105,서울 도시철도 5호선,Sangil-dong,上一洞,일반역,,,37.55658759,127.1652632,서울교통공사,서울특별시 강동구 고덕로 지하359 (상일동),02-6311-5531,2021-04-09
2555,둔촌동,S1105,서울 도시철도 5호선,Dunchon-dong,遁村洞,일반역,,,37.52774726,127.136296,서울교통공사,서울특별시 강동구 양재대로 지하1369 (둔촌동),02-6311-5541,2021-04-09
2556,올림픽공원,S1105,서울 도시철도 5호선,Olympic Park,Olympic Park,환승역,S1109,서울 도시철도 9호선,37.51620079,127.1308803,서울교통공사,서울특별시 송파구 양재대로 지하1233,02-6311-5551,2021-04-09
2557,방이,S1105,서울 도시철도 5호선,Bangi,芳荑,일반역,,,37.50865738,127.1260716,서울교통공사,서울특별시 송파구 양재대로 지하1127 (방이동),02-6311-5561,2021-04-09
2558,오금,S1105,서울 도시철도 5호선,Ogeum,梧琴,환승역,S1103,서울 도시철도 3호선,37.50196105,127.1277379,서울교통공사,서울특별시 송파구 오금로 지하 321 (오금동),02-6110-3521,2021-04-09
2559,개롱,S1105,서울 도시철도 5호선,Gaerong,開籠,일반역,,,37.49782678,127.1348328,서울교통공사,서울특별시 송파구 오금로 지하402 (가락동),02-6311-5581,2021-04-09
2560,거여,S1105,서울 도시철도 5호선,Geoyeo,巨余,일반역,,,37.49316744,127.1436672,서울교통공사,서울특별시 송파구 오금로 지하499(거여동),02-6311-5591,2021-04-09
2561,마천,S1105,서울 도시철도 5호선,Macheon,馬川,일반역,,,37.49495884,127.152476,서울교통공사,서울특별시 송파구 마천로57길 지하7(마천동),02-6311-5601,2021-04-09
2611,응암,S1106,서울 도시철도 6호선,Eungam,鷹岩,일반역,,,37.59853005,126.9155088,서울교통공사,서울특별시 은평구 증산로 지하477 (역촌동),02-6311-6101,2021-04-09
2612,역촌,S1106,서울 도시철도 6호선,Yeokchon,驛村,일반역,,,37.60625985,126.9227732,서울교통공사,서울특별시 은평구 서오릉로 지하63 (녹번동),02-6311-6111,2021-04-09
2613,불광,S1106,서울 도시철도 6호선,Bulgwang,佛光,환승역,S1103,서울 도시철도 3호선,37.61033354,126.9298281,서울교통공사,서울특별시 은평구 통일로 지하 723-1 (대조동),02-6311-6121,2021-04-09
2614,독바위,S1106,서울 도시철도 6호선,Dokbawi,瓮岩,일반역,,,37.61844071,126.9329961,서울교통공사,서울특별시 은평구 불광로 지하129-1 (불광동),02-6311-6131,2021-04-09
2615,연신내,S1106,서울 도시철도 6호선,Yeonsinnae,延臣川,환승역,S1103,서울 도시철도 3호선,37.61881292,126.9206158,서울교통공사,서울특별시 은평구 통일로 지하 849 (갈현동),02-6311-6141,2021-04-09
2616,구산,S1106,서울 도시철도 6호선,Gusan,龜山,일반역,,,37.61125852,126.9171923,서울교통공사,서울특별시 은평구 연서로 지하137-1(구산동),02-6311-6151,2021-04-09
2617,새절,S1106,서울 도시철도 6호선,Saejeol,Saejeol,일반역,,,37.59099413,126.9136601,서울교통공사,서울특별시 은평구 증산로 지하400 (신사동,02-6311-6161,2021-04-09
2618,증산,S1106,서울 도시철도 6호선,Jeungsan,繒山,일반역,,,37.58375597,126.9094115,서울교통공사,서울특별시 은평구 증산로 지하306(증산동),02-6311-6171,2021-04-09
2619,디지털미디어시티,S1106,서울 도시철도 6호선,Digital Media City,數碼媒體城,환승역,I4107+I2801,경의중앙선+공항선,37.57663026,126.8996845,서울교통공사,서울특별시 은평구 수색로 지하175 (증산동),02-6311-6181,2021-04-09
2620,월드컵경기장,S1106,서울 도시철도 6호선,World Cup Stadium,世界杯競技場,일반역,,,37.56938269,126.8990612,서울교통공사,서울특별시 마포구 월드컵로 지하240 (성산동),02-6311-6191,2021-04-09
2621,마포구청,S1106,서울 도시철도 6호선,Mapo-gu Office,麻浦區廳,일반역,,,37.56350657,126.9031935,서울교통공사,서울특별시 마포구 월드컵로 지하190 (성산동),02-6311-6201,2021-04-09
2622,망원,S1106,서울 도시철도 6호선,Mangwon,望遠,일반역,,,37.55594386,126.9098166,서울교통공사,서울특별시 마포구 월드컵로 지하77 (망원동),02-6311-6211,2021-04-09
2623,합정,S1106,서울 도시철도 6호선,Hapjeong,合井,환승역,S1102,서울 도시철도 2호선,37.54979888,126.9141239,서울교통공사,서울특별시 마포구 양화로 지하 45,02-6311-6221,2021-04-09
2624,상수,S1106,서울 도시철도 6호선,Sangsu,上水,일반역,,,37.54776978,126.9225838,서울교통공사,서울특별시 마포구 독막로 지하85 (상수동),02-6311-6231,2021-04-09
2625,광흥창,S1106,서울 도시철도 6호선,Gwangheungchang,廣興倉,일반역,,,37.54746977,126.9318177,서울교통공사,서울특별시 마포구 독막로 지하 165,02-6311-6241,2021-04-09
2626,대흥,S1106,서울 도시철도 6호선,Daeheung,大興,일반역,,,37.54766489,126.9422206,서울교통공사,서울특별시 마포구 대흥로 지하 85,02-6311-6251,2021-04-09
2627,공덕,S1106,서울 도시철도 6호선,Gongdeok,孔德,환승역,S1105+I4107+I2801,서울 도시철도 5호선+경의중앙선+공항선,37.54354807,126.9518977,서울교통공사,서울특별시 마포구 백범로 지하 200(공덕동),02-6311-5291,2021-04-09
2628,효창공원앞,S1106,서울 도시철도 6호선,Hyochang park,孝昌公園,환승역,I4107,경의중앙선,37.539542,126.961371,서울교통공사,서울특별시 용산구 백범로 지하287 (효창동),02-6311-6271,2021-04-09
2629,삼각지,S1106,서울 도시철도 6호선,Samgakji,三角地,환승역,S1104,서울 도시철도 4호선,37.53471155,126.9733777,서울교통공사,서울특별시 용산구 한강대로 지하 180 (한강로1가),02-6311-6281,2021-04-09
2630,녹사평,S1106,서울 도시철도 6호선,Noksapyeong,綠莎坪,일반역,,,37.53464201,126.9867518,서울교통공사,서울특별시 용산구 녹사평대로 지하195 (용산동4가),02-6311-6291,2021-04-09
2631,이태원,S1106,서울 도시철도 6호선,Itaewon,梨泰院,일반역,,,37.53449861,126.994038,서울교통공사,서울특별시 용산구 이태원로 지하177(이태원동),02-6311-6301,2021-04-09
2632,한강진,S1106,서울 도시철도 6호선,Hangangjin,漢江鎭,일반역,,,37.53974445,127.0014826,서울교통공사,서울특별시 용산구 이태원로 지하287 (한남동),02-6311-6311,2021-04-09
2633,버티고개,S1106,서울 도시철도 6호선,Beotigogae,波堤通,일반역,,,37.54806951,127.0066086,서울교통공사,서울특별시 중구 다산로 지하38 (신당동),02-6311-6321,2021-04-09
2634,약수,S1106,서울 도시철도 6호선,Yaksu,藥水,환승역,S1103,서울 도시철도 3호선,37.5542519,127.0104682,서울교통공사,서울특별시 중구 다산로 지하 155 (신당동),02-6311-6331,2021-04-09
2635,청구,S1106,서울 도시철도 6호선,Cheonggu,靑丘,환승역,S1105,서울 도시철도 5호선,37.56021257,127.0135698,서울교통공사,서울특별시 중구 청구로 지하77(신당동),02-6311-5371,2021-04-09
2636,신당,S1106,서울 도시철도 6호선,Sindang,新堂,환승역,S1102,서울 도시철도 2호선,37.56582912,127.0181023,서울교통공사,서울특별시 중구 퇴계로 지하 431-1 (신당동),02-6311-6351,2021-04-09
2637,동묘앞,S1106,서울 도시철도 6호선,Dongmyo,東廟,환승역,S1101,서울 도시철도 1호선,37.57226031,127.0158732,서울교통공사,서울특별시 종로구 종로 359 (숭인동),02-6311-6361,2021-04-09
2638,창신,S1106,서울 도시철도 6호선,Changsin,昌信,일반역,,,37.57934562,127.0151078,서울교통공사,서울특별시 종로구 지봉로 지하112 (창신동),02-6311-6371,2021-04-09
2639,보문,S1106,서울 도시철도 6호선,Bomun,普門,환승역,,우이신설,37.58543035,127.0192192,서울교통공사,서울특별시 성북구 보문로 지하116 (보문동1가),02-6311-6381,2021-04-09
2640,안암,S1106,서울 도시철도 6호선,Anam,安岩,일반역,,,37.58623045,127.0292203,서울교통공사,서울특별시 성북구 고려대로 지하89 (안암동5가),02-6311-6391,2021-04-09
2641,고려대,S1106,서울 도시철도 6호선,Korea Univ.,高麗大,일반역,,,37.59033908,127.0358642,서울교통공사,서울특별시 성북구 종암로 지하1 (종암동),02-6311-6401,2021-04-09
2642,월곡,S1106,서울 도시철도 6호선,Wolgok,月谷,일반역,,,37.6020753,127.0414221,서울교통공사,서울특별시 성북구 월곡로 지하107 (하월곡동),02-6311-6411,2021-04-09
2643,상월곡,S1106,서울 도시철도 6호선,Sangwolgok,上月谷,일반역,,,37.60632242,127.0485887,서울교통공사,서울특별시 성북구 화랑로 지하157 (상월곡동),02-6311-6421,2021-04-09
2644,돌곶이,S1106,서울 도시철도 6호선,Dolgoji,多爾谷齊,일반역,,,37.61052771,127.0564482,서울교통공사,서울특별시 성북구 화랑로 지하243 (석관동),02-6311-6431,2021-04-09
2645,석계,S1106,서울 도시철도 6호선,Seokgye,石溪,환승역,S1101,서울 도시철도 1호선,37.61498323,127.0655612,서울교통공사,서울특별시 노원구 화랑로 지하347-1 (월계동),02-6311-6441,2021-04-09
2646,태릉입구,S1106,서울 도시철도 6호선,Taereung,泰陵,환승역,S1107,서울 도시철도 7호선,37.61796533,127.0748937,서울교통공사,서울특별시 노원구 동일로 지하992-1 (공릉동),02-6311-7171,2021-04-09
2647,화랑대,S1106,서울 도시철도 6호선,Hwarangdae,花郞臺,일반역,,,37.62013061,127.0844264,서울교통공사,서울특별시 노원구 화랑로 지하510,02-6311-6461,2021-04-09
2648,봉화산,S1106,서울 도시철도 6호선,Bonghwasan,烽火山,일반역,,,37.61747193,127.0910857,서울교통공사,서울특별시 중랑구 신내로 지하232 (신내동),02-6311-6471,2021-04-09
2649,신내,S1106,서울 도시철도 6호선,Sinnae,新內,환승역,I4109,경춘선,37.61264135,127.103395,서울교통공사,서울특별시 중랑구 용마산로136길 33,02-6311-6481,2021-04-09
2711,장암,S1107,서울 도시철도 7호선,Jangam,長岩,일반역,,,37.69984712,127.0527785,서울교통공사,경기도 의정부시 동일로 121 (장암동),02-6311-7091,2021-04-09
2712,도봉산,S1107,서울 도시철도 7호선,Dobongsan,道峰山,환승역,S1101,서울 도시철도 1호선,37.68923188,127.0461005,서울교통공사,서울특별시 도봉구 도봉로 964-40 (도봉동),02-6311-7101,2021-04-09
2713,수락산,S1107,서울 도시철도 7호선,Suraksan,水落山,일반역,,,37.67791554,127.0552343,서울교통공사,서울특별시 노원구 동일로 지하1662 (상계동),02-6311-7111,2021-04-09
2714,마들,S1107,서울 도시철도 7호선,Madeul,馬得,일반역,,,37.66516233,127.0573337,서울교통공사,서울특별시 노원구 동일로 지하1530-1 (상계동),02-6311-7121,2021-04-09
2715,노원,S1107,서울 도시철도 7호선,Nowon,蘆原,환승역,S1104,서울 도시철도 4호선,37.65496036,127.0620053,서울교통공사,서울특별시 노원구 상계로 69-1 (상계동),02-6311-7131,2021-04-09
2716,중계,S1107,서울 도시철도 7호선,Junggye,中溪,일반역,,,37.64521691,127.0640831,서울교통공사,서울특별시 노원구 동일로 지하1308-1 (중계동),02-6311-7141,2021-04-09
2717,하계,S1107,서울 도시철도 7호선,Hagye,下溪,일반역,,,37.63642687,127.0678149,서울교통공사,서울특별시 노원구 동일로 지하1196(하계동),02-6311-7151,2021-04-09
2718,공릉,S1107,서울 도시철도 7호선,Gongneung,孔陵,일반역,,,37.62551321,127.0728236,서울교통공사,서울특별시 노원구 동일로 지하1074,02-6311-7161,2021-04-09
2719,태릉입구,S1107,서울 도시철도 7호선,Taereung,泰陵,환승역,S1106,서울 도시철도 6호선,37.61816533,127.0746937,서울교통공사,서울특별시 노원구 동일로 지하992-1 (공릉동),02-6311-7171,2021-04-09
2720,먹골,S1107,서울 도시철도 7호선,Meokgol,墨谷,일반역,,,37.61073429,127.0775891,서울교통공사,서울특별시 중랑구 동일로 지하901 (묵동),02-6311-7181,2021-04-09
2721,중화,S1107,서울 도시철도 7호선,Junghwa,中和,일반역,,,37.60251645,127.079253,서울교통공사,서울특별시 중랑구 동일로 지하797 (중화동),02-6311-7191,2021-04-09
2722,상봉,S1107,서울 도시철도 7호선,Sangbong,上鳳,환승역,I4107+I4109,경의중앙선+경춘선,37.59608092,127.0853862,서울교통공사,서울특별시 중랑구 망우로 지하 297,02-6311-7201,2021-04-09
2723,면목,S1107,서울 도시철도 7호선,Myeonmok,面牧,일반역,,,37.58852412,127.0874251,서울교통공사,"서울특별시 중랑구 면목로 지하407(면목동,면목역)",02-6311-7211,2021-04-09
2724,사가정,S1107,서울 도시철도 7호선,Sagajeong,四佳亭,일반역,,,37.58101455,127.0884688,서울교통공사,서울특별시 중랑구 사가정로 지하393 (면목동),02-6311-7221,2021-04-09
2725,용마산,S1107,서울 도시철도 7호선,Yongmasan,龍馬山,일반역,,,37.5736549,127.0865586,서울교통공사,서울특별시 중랑구 용마산로 지하227(면목동),02-6311-7231,2021-04-09
2726,중곡,S1107,서울 도시철도 7호선,Junggok,中谷,일반역,,,37.56568111,127.0841504,서울교통공사,서울특별시 광진구 능동로 지하417 (중곡동),02-6311-7241,2021-04-09
2727,군자,S1107,서울 도시철도 7호선,Gunja,君子,환승역,S1105,서울 도시철도 5호선,37.55713392,127.079433,서울교통공사,서울특별시 광진구 천호대로 지하550,02-6311-5441,2021-04-09
2728,어린이대공원,S1107,서울 도시철도 7호선,Children`s  Grand Park,兒童大公園,일반역,,,37.54780394,127.0745637,서울교통공사,서울특별시 광진구 능동로 지하210(화양동),02-6311-7261,2021-04-09
2729,건대입구,S1107,서울 도시철도 7호선,Konkuk Univ.,建大入口,환승역,S1102,서울 도시철도 2호선,37.54060889,127.0698628,서울교통공사,서울특별시 광진구 능동로110(화양동6-3),02-6311-7271,2021-04-09
2730,뚝섬유원지,S1107,서울 도시철도 7호선,Ttukseom Park,,일반역,,,37.53125616,127.0666673,서울교통공사,서울특별시 광진구 능동로 10 (자양동),02-6311-7281,2021-04-09
2731,청담,S1107,서울 도시철도 7호선,Cheongdam,淸潭,일반역,,,37.5195959,127.0537514,서울교통공사,서울특별시 강남구 학동로 지하508 (청담동),02-6311-7291,2021-04-09
2732,강남구청,S1107,서울 도시철도 7호선,Gangnam-gu Office,江南區廳,환승역,I4105,분당선,37.51714842,127.0411628,서울교통공사,서울특별시 강남구 학동로 지하346 (삼성동),02-6311-7301,2021-04-09
2733,학동,S1107,서울 도시철도 7호선,Hak-dong,鶴洞,일반역,,,37.51428621,127.0317362,서울교통공사,서울특별시 강남구 학동로 지하180(논현동),02-6311-7311,2021-04-09
2734,논현,S1107,서울 도시철도 7호선,Nonhyeon,論峴,일반역,,,37.51118691,127.0212831,서울교통공사,서울특별시 강남구 학동로 지하102(논현동),02-6311-7321,2021-04-09
2735,반포,S1107,서울 도시철도 7호선,Banpo,盤浦,일반역,,,37.50820769,127.011532,서울교통공사,서울특별시 서초구 신반포로 지하241(잠원동),02-6311-7331,2021-04-09
2736,고속터미널,S1107,서울 도시철도 7호선,Express Bus Terminal,高速巴士客運,환승역,S1103+S1109,서울 도시철도 3호선+서울 도시철도 9호선,37.50436623,127.0045403,서울교통공사,서울특별시 서초구 신반포로 지하 188 (반포동),02-6311-7341,2021-04-09
2737,내방,S1107,서울 도시철도 7호선,Naebang,內方,일반역,,,37.4875118,126.9932223,서울교통공사,서울특별시 서초구 서초대로 지하103 (방배동),02-6311-7351,2021-04-09
2738,이수,S1107,서울 도시철도 7호선,Isu,梨水,환승역,S1104,서울 도시철도 4호선,37.48658247,126.981745,서울교통공사,서울특별시 동작구 사당로 지하310 (사당동),02-6311-7361,2021-04-09
2739,남성,S1107,서울 도시철도 7호선,Namseong,南城,일반역,,,37.48453469,126.9712351,서울교통공사,서울특별시 동작구 사당로 지하218 (사당동),02-6311-7371,2021-04-09
2740,숭실대입구,S1107,서울 도시철도 7호선,Soongsil Univ.,崇實大入口,일반역,,,37.4961804,126.9534722,서울교통공사,서울특별시 동작구 상도로 지하 378,02-6311-7381,2021-04-09
2741,상도,S1107,서울 도시철도 7호선,Sangdo,上道,일반역,,,37.50285237,126.9477417,서울교통공사,서울특별시 동작구 상도로 지하272(상도1동),02-6311-7392,2021-04-09
2742,장승배기,S1107,서울 도시철도 7호선,Jangseungbaegi,長丞拜基,일반역,,,37.50482108,126.9388623,서울교통공사,서울특별시 동작구 상도로 지하188(상도동),02-6311-7401,2021-04-09
2743,신대방삼거리,S1107,서울 도시철도 7호선,Sindaebangsamgeori,新大方丁字路口,일반역,,,37.49968797,126.9280519,서울교통공사,서울특별시 동작구 상도로 지하76 (대방동),02-6311-7411,2021-04-09
2744,보라매,S1107,서울 도시철도 7호선,Boramae,波拉梅,일반역,,,37.49989004,126.9203052,서울교통공사,서울특별시 동작구 상도로 지하2(대방동),02-6311-7421,2021-04-09
2745,신풍,S1107,서울 도시철도 7호선,Sinpung,新豊,일반역,,,37.50008919,126.9098598,서울교통공사,서울특별시 영등포구 신풍로 지하27(신길동),02-6311-7431,2021-04-09
2746,대림,S1107,서울 도시철도 7호선,Daerim,大林,환승역,S1102,서울 도시철도 2호선,37.49307207,126.8959105,서울교통공사,서울특별시 영등포구 도림로 지하137,02-6311-7441,2021-04-09
2747,남구로,S1107,서울 도시철도 7호선,Namguro,南九老,일반역,,,37.48613283,126.8873355,서울교통공사,서울특별시 구로구 도림로 지하7(구로동),02-6311-7451,2021-04-09
2748,가산디지털단지,S1107,서울 도시철도 7호선,Gasan Digital Complex,加山數碼團地,환승역,S1101,서울 도시철도 1호선,37.48121776,126.8825816,서울교통공사,서울특별시 금천구 벚꽃로 309 (가산동),02-6311-7461,2021-04-09
2749,철산,S1107,서울 도시철도 7호선,Cheolsan,鐵山,일반역,,,37.47611739,126.8680062,서울교통공사,경기도 광명시 철산로 지하13 (철산동),02-6311-7471,2021-04-09
2750,광명사거리,S1107,서울 도시철도 7호선,Gwangmyeongsageori,光明十字路口,일반역,,,37.47941898,126.8547278,서울교통공사,경기도 광명시 오리로 지하980(광명동),02-6311-7481,2021-04-09
2751,천왕,S1107,서울 도시철도 7호선,Cheonwang,天旺,일반역,,,37.48661459,126.8386245,서울교통공사,서울특별시 구로구 오리로 지하1154(오류동),02-6311-7491,2021-04-09
2752,온수,S1107,서울 도시철도 7호선,Onsu,溫水,환승역,S1101,서울 도시철도 1호선,37.49215924,126.8237047,서울교통공사,서울특별시 구로구 경인로3길 지하64 (온수동),02-6311-7501,2021-04-09
2753,까치울,S1107,서울 도시철도 7호선,Kkachiul,鵲洞,일반역,,,37.50632983,126.8113309,서울교통공사,경기도 부천시 길주로 626,02-6311-7511,2021-04-09
2754,부천종합운동장,S1107,서울 도시철도 7호선,Bucheon Stadium,富川綜合運動場,일반역,,,37.50544153,126.7972468,서울교통공사,경기도 부천시 길주로 지하 502,02-6311-7521,2021-04-09
2755,춘의,S1107,서울 도시철도 7호선,Chunui,春衣,일반역,,,37.50372821,126.7868467,서울교통공사,경기도 부천시 길주로 지하 406,02-6311-7531,2021-04-09
2756,신중동,S1107,서울 도시철도 7호선,Sinjung-dong,新中洞,일반역,,,37.50308369,126.776328,서울교통공사,경기도 부천시 길주로 314,02-6311-7541,2021-04-09
2757,부천시청,S1107,서울 도시철도 7호선,Bucheon City Hall,富川市廳,일반역,,,37.50454132,126.7637332,서울교통공사,경기도 부천시 길주로 202,02-6311-7551,2021-04-09
2758,상동,S1107,서울 도시철도 7호선,Sang-dong,上洞,일반역,,,37.50570416,126.7529908,서울교통공사,경기도 부천시 길주로 104,02-6311-7561,2021-04-09
2759,삼산체육관,S1107,서울 도시철도 7호선,Samsan Gymnasium,三山體育館,일반역,,,37.50636043,126.7417749,서울교통공사,인천광역시 부평구 길주로 지하713 (삼산동),02-6311-7571,2021-04-09
2760,굴포천,S1107,서울 도시철도 7호선,Gulpocheon,掘浦川,일반역,,,37.50708334,126.7311071,서울교통공사,인천광역시 부평구 길주로 지하623 (삼산동),02-6311-7581,2021-04-09
2761,부평구청,S1107,서울 도시철도 7호선,Bupyeong-gu Office,富平區廳,환승역,S2801,인천 도시철도 1호선,37.50795782,126.7211284,서울교통공사,인천광역시 부평구 길주로 지하527(갈산동),02-6311-7591,2021-04-09
